"","sample_year","sample_date","project_code","trip_no","effort_no","submitter_sample_id","management_area_code","location_code","fishery_code","gear_type","gear_code","submitter_specimen_id","date_sampled","field_species_code","length","length_type_code","weight","weight_type_code","gender_code","maturity_code","specimen_comment","Bin","BinLocation","ADUID"
"1783",2017,2017-09-11,"SO1","0083","MS17-5601","MS17040924201709110083","UB","M10","CO","Dredge","22",8,2017-09-11,"850",136,"SH",NA,"WH",NA,NA,NA,"(135,137]","M10 (135,137]","17M5601~083"
"1786",2017,2017-09-19,"SO1","0168","MS17-5601","MS17040924201709190168","UB","M10","CO","Dredge","22",9,2017-09-19,"850",131,"SH",NA,"WH",NA,NA,NA,"(125,131]","M10 (125,131]","17M5601~168"
"1787",2017,2017-09-19,"SO1","0172","MS17-5601","MS17040924201709190172","UB","M10","CO","Dredge","22",11,2017-09-19,"850",127,"SH",NA,"WH",NA,NA,NA,"(125,131]","M10 (125,131]","17M5601~172"
"1788",2017,2017-09-11,"SO1","0083","MS17-5601","MS17040924201709110083","UB","M10","CO","Dredge","22",10,2017-09-11,"850",129,"SH",NA,"WH",NA,NA,NA,"(125,131]","M10 (125,131]","17M5601~083"
"1789",2017,2017-09-11,"SO1","0087","MS17-5601","MS17040924201709110087","UB","M10","CO","Dredge","22",10,2017-09-11,"850",130,"SH",NA,"WH",NA,NA,NA,"(125,131]","M10 (125,131]","17M5601~087"
"1791",2017,2017-09-14,"SO1","0138","MS17-5601","MS17040924201709140138","UB","M10","CO","Dredge","22",45,2017-09-14,"850",115,"SH",NA,"WH",NA,NA,NA,"(113,115]","M10 (113,115]","17M5601~138"
"1792",2017,2017-09-19,"SO1","0172","MS17-5601","MS17040924201709190172","UB","M10","CO","Dredge","22",53,2017-09-19,"850",115,"SH",NA,"WH",NA,NA,NA,"(113,115]","M10 (113,115]","17M5601~172"
"1793",2017,2017-09-11,"SO1","0083","MS17-5601","MS17040924201709110083","UB","M10","CO","Dredge","22",46,2017-09-11,"850",115,"SH",NA,"WH",NA,NA,NA,"(113,115]","M10 (113,115]","17M5601~083"
"1794",2017,2017-09-13,"SO1","0126","MS17-5601","MS17040924201709130126","UB","M10","CO","Dredge","22",7,2017-09-13,"850",115,"SH",NA,"WH",NA,NA,NA,"(113,115]","M10 (113,115]","17M5601~126"
"1796",2017,2017-09-11,"SO1","0083","MS17-5601","MS17040924201709110083","UB","M10","CO","Dredge","22",48,2017-09-11,"850",94,"SH",NA,"WH",NA,NA,NA,"(93,95]","M10 (93,95]","17M5601~083"
"1798",2017,2017-09-18,"SO1","0160","MS17-5601","MS17040924201709180160","UB","M10","CO","Dredge","22",46,2017-09-18,"850",94,"SH",NA,"WH",NA,NA,NA,"(93,95]","M10 (93,95]","17M5601~160"
"1801",2017,2017-09-14,"SO1","0138","MS17-5601","MS17040924201709140138","UB","M10","CO","Dredge","22",7,2017-09-14,"850",119,"SH",NA,"WH",NA,NA,NA,"(117,119]","M10 (117,119]","17M5601~138"
"1802",2017,2017-09-13,"SO1","0120","MS17-5601","MS17040924201709130120","UB","M10","CO","Dredge","22",53,2017-09-13,"850",119,"SH",NA,"WH",NA,NA,NA,"(117,119]","M10 (117,119]","17M5601~120"
"1803",2017,2017-09-18,"SO1","0156","MS17-5601","MS17040924201709180156","UB","M10","CO","Dredge","22",46,2017-09-18,"850",119,"SH",NA,"WH",NA,NA,NA,"(117,119]","M10 (117,119]","17M5601~156"
"1805",2017,2017-09-19,"SO1","0168","MS17-5601","MS17040924201709190168","UB","M10","CO","Dredge","22",49,2017-09-19,"850",119,"SH",NA,"WH",NA,NA,NA,"(117,119]","M10 (117,119]","17M5601~168"
"1806",2017,2017-09-11,"SO1","0085","MS17-5601","MS17040924201709110085","UB","M10","CO","Dredge","22",6,2017-09-11,"850",138,"SH",NA,"WH",NA,NA,NA,"(137,139]","M10 (137,139]","17M5601~085"
"1811",2017,2017-09-13,"SO1","0124","MS17-5601","MS17040924201709130124","UB","M10","CO","Dredge","22",9,2017-09-13,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","M10 (131,133]","17M5601~124"
"1812",2017,2017-09-18,"SO1","0160","MS17-5601","MS17040924201709180160","UB","M10","CO","Dredge","22",4,2017-09-18,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","M10 (131,133]","17M5601~160"
"1813",2017,2017-09-11,"SO1","0089","MS17-5601","MS17040924201709110089","UB","M10","CO","Dredge","22",6,2017-09-11,"850",133,"SH",NA,"WH",NA,NA,NA,"(131,133]","M10 (131,133]","17M5601~089"
"1814",2017,2017-09-18,"SO1","0156","MS17-5601","MS17040924201709180156","UB","M10","CO","Dredge","22",4,2017-09-18,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","M10 (131,133]","17M5601~156"
"1815",2017,2017-09-19,"SO2","0170","MS17-5601","MS17040924201709190170","UB","M10","CO","Dredge","22",3,2017-09-19,"850",132,"SH",NA,"WH",NA,NA,NA,"(131,133]","M10 (131,133]","17M5601~170"
"1816",2017,2017-09-11,"SO1","0085","MS17-5601","MS17040924201709110085","UB","M10","CO","Dredge","22",46,2017-09-11,"850",112,"SH",NA,"WH",NA,NA,NA,"(111,113]","M10 (111,113]","17M5601~085"
"1817",2017,2017-09-20,"SO1","0184","MS17-5601","MS17040924201709200184","UB","M10","CO","Dredge","22",51,2017-09-20,"850",113,"SH",NA,"WH",NA,NA,NA,"(111,113]","M10 (111,113]","17M5601~184"
"1818",2017,2017-09-12,"SO1","0104","MS17-5601","MS17040924201709120104","UB","M10","CO","Dredge","22",46,2017-09-12,"850",113,"SH",NA,"WH",NA,NA,NA,"(111,113]","M10 (111,113]","17M5601~104"
"1819",2017,2017-09-12,"SO1","0104","MS17-5601","MS17040924201709120104","UB","M10","CO","Dredge","22",48,2017-09-12,"850",112,"SH",NA,"WH",NA,NA,NA,"(111,113]","M10 (111,113]","17M5601~104"
"1820",2017,2017-09-14,"SO1","0140","MS17-5601","MS17040924201709140140","UB","M10","CO","Dredge","22",47,2017-09-14,"850",113,"SH",NA,"WH",NA,NA,NA,"(111,113]","M10 (111,113]","17M5601~140"
"1821",2017,2017-09-18,"SO1","0160","MS17-5601","MS17040924201709180160","UB","M10","CO","Dredge","22",8,2017-09-18,"850",120,"SH",NA,"WH",NA,NA,NA,"(119,121]","M10 (119,121]","17M5601~160"
"1822",2017,2017-09-12,"SO1","0106","MS17-5601","MS17040924201709120106","UB","M10","CO","Dredge","22",6,2017-09-12,"850",121,"SH",NA,"WH",NA,NA,NA,"(119,121]","M10 (119,121]","17M5601~106"
"1823",2017,2017-09-18,"SO1","0160","MS17-5601","MS17040924201709180160","UB","M10","CO","Dredge","22",6,2017-09-18,"850",120,"SH",NA,"WH",NA,NA,NA,"(119,121]","M10 (119,121]","17M5601~160"
"1824",2017,2017-09-20,"SO1","0186","MS17-5601","MS17040924201709200186","UB","M10","CO","Dredge","22",9,2017-09-20,"850",121,"SH",NA,"WH",NA,NA,NA,"(119,121]","M10 (119,121]","17M5601~186"
"1825",2017,2017-09-11,"SO1","0085","MS17-5601","MS17040924201709110085","UB","M10","CO","Dredge","22",48,2017-09-11,"850",120,"SH",NA,"WH",NA,NA,NA,"(119,121]","M10 (119,121]","17M5601~085"
"1826",2017,2017-09-11,"SO1","0087","MS17-5601","MS17040924201709110087","UB","M10","CO","Dredge","22",50,2017-09-11,"850",101,"SH",NA,"WH",NA,NA,NA,"(99,101]","M10 (99,101]","17M5601~087"
"1828",2017,2017-09-11,"SO1","0089","MS17-5601","MS17040924201709110089","UB","M10","CO","Dredge","22",46,2017-09-11,"850",101,"SH",NA,"WH",NA,NA,NA,"(99,101]","M10 (99,101]","17M5601~089"
"1829",2017,2017-09-14,"SO1","0138","MS17-5601","MS17040924201709140138","UB","M10","CO","Dredge","22",47,2017-09-14,"850",101,"SH",NA,"WH",NA,NA,NA,"(99,101]","M10 (99,101]","17M5601~138"
"1831",2017,2017-09-12,"SO1","0106","MS17-5601","MS17040924201709120106","UB","M10","CO","Dredge","22",10,2017-09-12,"850",125,"SH",NA,"WH",NA,NA,NA,"(123,125]","M10 (123,125]","17M5601~106"
"1832",2017,2017-09-11,"SO1","0087","MS17-5601","MS17040924201709110087","UB","M10","CO","Dredge","22",8,2017-09-11,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","M10 (123,125]","17M5601~087"
"1833",2017,2017-09-14,"SO1","0140","MS17-5601","MS17040924201709140140","UB","M10","CO","Dredge","22",7,2017-09-14,"850",124,"SH",NA,"WH",NA,NA,NA,"(123,125]","M10 (123,125]","17M5601~140"
"1835",2017,2017-09-13,"SO1","0126","MS17-5601","MS17040924201709130126","UB","M10","CO","Dredge","22",11,2017-09-13,"850",125,"SH",NA,"WH",NA,NA,NA,"(123,125]","M10 (123,125]","17M5601~126"
"1836",2017,2017-09-11,"SO1","0087","MS17-5601","MS17040924201709110087","UB","M10","CO","Dredge","22",46,2017-09-11,"850",96,"SH",NA,"WH",NA,NA,NA,"(95,97]","M10 (95,97]","17M5601~087"
"1837",2017,2017-09-13,"SO1","0124","MS17-5601","MS17040924201709130124","UB","M10","CO","Dredge","22",53,2017-09-13,"850",96,"SH",NA,"WH",NA,NA,NA,"(95,97]","M10 (95,97]","17M5601~124"
"1838",2017,2017-09-20,"SO1","0186","MS17-5601","MS17040924201709200186","UB","M10","CO","Dredge","22",53,2017-09-20,"850",96,"SH",NA,"WH",NA,NA,NA,"(95,97]","M10 (95,97]","17M5601~186"
"1839",2017,2017-09-14,"SO1","0138","MS17-5601","MS17040924201709140138","UB","M10","CO","Dredge","22",49,2017-09-14,"850",97,"SH",NA,"WH",NA,NA,NA,"(95,97]","M10 (95,97]","17M5601~138"
"1841",2017,2017-09-12,"SO1","0102","MS17-5601","MS17040924201709120102","UB","M10","CO","Dredge","22",6,2017-09-12,"850",123,"SH",NA,"WH",NA,NA,NA,"(121,123]","M10 (121,123]","17M5601~102"
"1842",2017,2017-09-13,"SO1","0120","MS17-5601","MS17040924201709130120","UB","M10","CO","Dredge","22",11,2017-09-13,"850",122,"SH",NA,"WH",NA,NA,NA,"(121,123]","M10 (121,123]","17M5601~120"
"1844",2017,2017-09-12,"SO1","0102","MS17-5601","MS17040924201709120102","UB","M10","CO","Dredge","22",10,2017-09-12,"850",123,"SH",NA,"WH",NA,NA,NA,"(121,123]","M10 (121,123]","17M5601~102"
"1846",2017,2017-09-14,"SO1","0136","MS17-5601","MS17040924201709140136","UB","M10","CO","Dredge","22",49,2017-09-14,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","M10 (115,117]","17M5601~136"
"1848",2017,2017-09-12,"SO1","0102","MS17-5601","MS17040924201709120102","UB","M10","CO","Dredge","22",46,2017-09-12,"850",117,"SH",NA,"WH",NA,NA,NA,"(115,117]","M10 (115,117]","17M5601~102"
"1851",2017,2017-09-18,"SO1","0160","MS17-5601","MS17040924201709180160","UB","M10","CO","Dredge","22",48,2017-09-18,"850",107,"SH",NA,"WH",NA,NA,NA,"(105,107]","M10 (105,107]","17M5601~160"
"1852",2017,2017-09-12,"SO1","0106","MS17-5601","MS17040924201709120106","UB","M10","CO","Dredge","22",48,2017-09-12,"850",107,"SH",NA,"WH",NA,NA,NA,"(105,107]","M10 (105,107]","17M5601~106"
"1853",2017,2017-09-18,"SO1","0160","MS17-5601","MS17040924201709180160","UB","M10","CO","Dredge","22",44,2017-09-18,"850",106,"SH",NA,"WH",NA,NA,NA,"(105,107]","M10 (105,107]","17M5601~160"
"1855",2017,2017-09-13,"SO1","0124","MS17-5601","MS17040924201709130124","UB","M10","CO","Dredge","22",51,2017-09-13,"850",106,"SH",NA,"WH",NA,NA,NA,"(105,107]","M10 (105,107]","17M5601~124"
"1856",2017,2017-09-13,"SO1","0126","MS17-5601","MS17040924201709130126","UB","M10","CO","Dredge","22",47,2017-09-13,"850",98,"SH",NA,"WH",NA,NA,NA,"(97,99]","M10 (97,99]","17M5601~126"
"1861",2017,2017-09-13,"SO1","0120","MS17-5601","MS17040924201709130120","UB","M10","CO","Dredge","22",51,2017-09-13,"850",109,"SH",NA,"WH",NA,NA,NA,"(107,109]","M10 (107,109]","17M5601~120"
"1862",2017,2017-09-19,"SO1","0172","MS17-5601","MS17040924201709190172","UB","M10","CO","Dredge","22",49,2017-09-19,"850",108,"SH",NA,"WH",NA,NA,NA,"(107,109]","M10 (107,109]","17M5601~172"
"1865",2017,2017-09-19,"SO1","0172","MS17-5601","MS17040924201709190172","UB","M10","CO","Dredge","22",51,2017-09-19,"850",108,"SH",NA,"WH",NA,NA,NA,"(107,109]","M10 (107,109]","17M5601~172"
"1866",2017,2017-09-13,"SO2","0122","MS17-5601","MS17040924201709130122","UB","M10","CO","Dredge","22",2,2017-09-13,"850",160,"SH",NA,"WH",NA,NA,NA,"(159,161]","M10 (159,161]","17M5601~122"
"1871",2017,2017-09-20,"SO1","0188","MS17-5601","MS17040924201709200188","UB","M10","CO","Dredge","22",9,2017-09-20,"850",135,"SH",NA,"WH",NA,NA,NA,"(133,135]","M10 (133,135]","17M5601~188"
"1872",2017,2017-09-13,"SO1","0124","MS17-5601","MS17040924201709130124","UB","M10","CO","Dredge","22",13,2017-09-13,"850",135,"SH",NA,"WH",NA,NA,NA,"(133,135]","M10 (133,135]","17M5601~124"
"1873",2017,2017-09-19,"SO2","0170","MS17-5601","MS17040924201709190170","UB","M10","CO","Dredge","22",2,2017-09-19,"850",135,"SH",NA,"WH",NA,NA,NA,"(133,135]","M10 (133,135]","17M5601~170"
"1875",2017,2017-09-19,"SO2","0170","MS17-5601","MS17040924201709190170","UB","M10","CO","Dredge","22",8,2017-09-19,"850",135,"SH",NA,"WH",NA,NA,NA,"(133,135]","M10 (133,135]","17M5601~170"
"1876",2017,2017-09-13,"SO2","0122","MS17-5601","MS17040924201709130122","UB","M10","CO","Dredge","22",10,2017-09-13,"850",146,"SH",NA,"WH",NA,NA,NA,"(145,147]","M10 (145,147]","17M5601~122"
"1881",2017,2017-09-14,"SO1","0140","MS17-5601","MS17040924201709140140","UB","M10","CO","Dredge","22",49,2017-09-14,"850",90,"SH",NA,"WH",NA,NA,NA,"(89,91]","M10 (89,91]","17M5601~140"
"1882",2017,2017-09-13,"SO1","0124","MS17-5601","MS17040924201709130124","UB","M10","CO","Dredge","22",49,2017-09-13,"850",90,"SH",NA,"WH",NA,NA,NA,"(89,91]","M10 (89,91]","17M5601~124"
"1886",2017,2017-09-18,"SO1","0158","MS17-5601","MS17040924201709180158","UB","M10","CO","Dredge","22",44,2017-09-18,"850",103,"SH",NA,"WH",NA,NA,NA,"(101,103]","M10 (101,103]","17M5601~158"
"1887",2017,2017-09-18,"SO1","0156","MS17-5601","MS17040924201709180156","UB","M10","CO","Dredge","22",48,2017-09-18,"850",102,"SH",NA,"WH",NA,NA,NA,"(101,103]","M10 (101,103]","17M5601~156"
"1891",2017,2017-09-14,"SO1","0140","MS17-5601","MS17040924201709140140","UB","M10","CO","Dredge","22",45,2017-09-14,"850",111,"SH",NA,"WH",NA,NA,NA,"(109,111]","M10 (109,111]","17M5601~140"
"1892",2017,2017-09-13,"SO1","0126","MS17-5601","MS17040924201709130126","UB","M10","CO","Dredge","22",51,2017-09-13,"850",111,"SH",NA,"WH",NA,NA,NA,"(109,111]","M10 (109,111]","17M5601~126"
"1893",2017,2017-09-20,"SO1","0184","MS17-5601","MS17040924201709200184","UB","M10","CO","Dredge","22",53,2017-09-20,"850",111,"SH",NA,"WH",NA,NA,NA,"(109,111]","M10 (109,111]","17M5601~184"
"1896",2017,2017-09-14,"SO1","0136","MS17-5601","MS17040924201709140136","UB","M10","CO","Dredge","22",5,2017-09-14,"850",145,"SH",NA,"WH",NA,NA,NA,"(143,145]","M10 (143,145]","17M5601~136"
"1901",2017,2017-09-14,"SO1","0140","MS17-5601","MS17040924201709140140","UB","M10","CO","Dredge","22",5,2017-09-14,"850",140,"SH",NA,"WH",NA,NA,NA,"(139,141]","M10 (139,141]","17M5601~140"
"1902",2017,2017-09-20,"SO1","0184","MS17-5601","MS17040924201709200184","UB","M10","CO","Dredge","22",9,2017-09-20,"850",141,"SH",NA,"WH",NA,NA,NA,"(139,141]","M10 (139,141]","17M5601~184"
"1903",2017,2017-09-19,"SO2","0170","MS17-5601","MS17040924201709190170","UB","M10","CO","Dredge","22",1,2017-09-19,"850",140,"SH",NA,"WH",NA,NA,NA,"(139,141]","M10 (139,141]","17M5601~170"
"1904",2017,2017-09-19,"SO2","0170","MS17-5601","MS17040924201709190170","UB","M10","CO","Dredge","22",4,2017-09-19,"850",140,"SH",NA,"WH",NA,NA,NA,"(139,141]","M10 (139,141]","17M5601~170"
"1906",2017,2017-09-19,"SO1","0172","MS17-5601","MS17040924201709190172","UB","M10","CO","Dredge","22",13,2017-09-19,"850",143,"SH",NA,"WH",NA,NA,NA,"(141,143]","M10 (141,143]","17M5601~172"
"1911",2017,2017-10-02,"SO1","0005","OS17-5603","OS17040924201710020005","O","O04","CO","Dredge","22",8,2017-10-02,"850",169,"SH",NA,"WH",NA,NA,NA,"(167,169]","O04 (167,169]","17O5603~005"
"1912",2017,2017-10-02,"SO1","0007","OS17-5603","OS17040924201710020007","O","O04","CO","Dredge","22",16,2017-10-02,"850",168,"SH",NA,"WH",NA,NA,NA,"(167,169]","O04 (167,169]","17O5603~007"
"1914",2017,2017-10-02,"SO1","0003","OS17-5603","OS17040924201710020003","O","O04","CO","Dredge","22",2,2017-10-02,"850",168,"SH",NA,"WH",NA,NA,NA,"(167,169]","O04 (167,169]","17O5603~003"
"1915",2017,2017-10-02,"SO1","0005","OS17-5603","OS17040924201710020005","O","O04","CO","Dredge","22",10,2017-10-02,"850",169,"SH",NA,"WH",NA,NA,NA,"(167,169]","O04 (167,169]","17O5603~005"
"1916",2017,2017-10-02,"SO1","0007","OS17-5603","OS17040924201710020007","O","O04","CO","Dredge","22",14,2017-10-02,"850",162,"SH",NA,"WH",NA,NA,NA,"(161,163]","O04 (161,163]","17O5603~007"
"1917",2017,2017-10-02,"SO1","0005","OS17-5603","OS17040924201710020005","O","O04","CO","Dredge","22",14,2017-10-02,"850",162,"SH",NA,"WH",NA,NA,NA,"(161,163]","O04 (161,163]","17O5603~005"
"1919",2017,2017-10-02,"SO1","0005","OS17-5603","OS17040924201710020005","O","O04","CO","Dredge","22",6,2017-10-02,"850",163,"SH",NA,"WH",NA,NA,NA,"(161,163]","O04 (161,163]","17O5603~005"
"1921",2017,2017-10-02,"SO1","0003","OS17-5603","OS17040924201710020003","O","O04","CO","Dredge","22",8,2017-10-02,"850",166,"SH",NA,"WH",NA,NA,NA,"(165,167]","O04 (165,167]","17O5603~003"
"1922",2017,2017-10-02,"SO1","0007","OS17-5603","OS17040924201710020007","O","O04","CO","Dredge","22",10,2017-10-02,"850",167,"SH",NA,"WH",NA,NA,NA,"(165,167]","O04 (165,167]","17O5603~007"
"1924",2017,2017-10-02,"SO1","0003","OS17-5603","OS17040924201710020003","O","O04","CO","Dredge","22",14,2017-10-02,"850",166,"SH",NA,"WH",NA,NA,NA,"(165,167]","O04 (165,167]","17O5603~003"
"1925",2017,2017-10-02,"SO1","0003","OS17-5603","OS17040924201710020003","O","O04","CO","Dredge","22",18,2017-10-02,"850",167,"SH",NA,"WH",NA,NA,NA,"(165,167]","O04 (165,167]","17O5603~003"
"1926",2017,2017-10-02,"SO1","0007","OS17-5603","OS17040924201710020007","O","O04","CO","Dredge","22",8,2017-10-02,"850",170,"SH",NA,"WH",NA,NA,NA,"(169,171]","O04 (169,171]","17O5603~007"
"1928",2017,2017-10-02,"SO1","0007","OS17-5603","OS17040924201710020007","O","O04","CO","Dredge","22",12,2017-10-02,"850",170,"SH",NA,"WH",NA,NA,NA,"(169,171]","O04 (169,171]","17O5603~007"
"1931",2017,2017-10-02,"SO1","0003","OS17-5603","OS17040924201710020003","O","O04","CO","Dredge","22",16,2017-10-02,"850",152,"SH",NA,"WH",NA,NA,NA,"(151,153]","O04 (151,153]","17O5603~003"
"1936",2017,2017-10-02,"SO1","0003","OS17-5603","OS17040924201710020003","O","O04","CO","Dredge","22",20,2017-10-02,"850",154,"SH",NA,"WH",NA,NA,NA,"(153,155]","O04 (153,155]","17O5603~003"
"1941",2017,2017-10-02,"SO1","0007","OS17-5603","OS17040924201710020007","O","O04","CO","Dredge","22",4,2017-10-02,"850",161,"SH",NA,"WH",NA,NA,NA,"(159,161]","O04 (159,161]","17O5603~007"
"1942",2017,2017-10-02,"SO1","0005","OS17-5603","OS17040924201710020005","O","O04","CO","Dredge","22",4,2017-10-02,"850",161,"SH",NA,"WH",NA,NA,NA,"(159,161]","O04 (159,161]","17O5603~005"
"1946",2017,2017-10-02,"SO1","0005","OS17-5603","OS17040924201710020005","O","O04","CO","Dredge","22",12,2017-10-02,"850",164,"SH",NA,"WH",NA,NA,NA,"(163,165]","O04 (163,165]","17O5603~005"
"1951",2017,2017-10-02,"SO1","0005","OS17-5603","OS17040924201710020005","O","O04","CO","Dredge","22",16,2017-10-02,"850",157,"SH",NA,"WH",NA,NA,NA,"(155,157]","O04 (155,157]","17O5603~005"
"1952",2017,2017-10-02,"SO1","0007","OS17-5603","OS17040924201710020007","O","O04","CO","Dredge","22",20,2017-10-02,"850",157,"SH",NA,"WH",NA,NA,NA,"(155,157]","O04 (155,157]","17O5603~007"
"1956",2017,2017-10-02,"SO1","0005","OS17-5603","OS17040924201710020005","O","O04","CO","Dredge","22",18,2017-10-02,"850",147,"SH",NA,"WH",NA,NA,NA,"(145,147]","O04 (145,147]","17O5603~005"
"1961",2017,2017-10-02,"SO1","0005","OS17-5603","OS17040924201710020005","O","O04","CO","Dredge","22",20,2017-10-02,"850",158,"SH",NA,"WH",NA,NA,NA,"(157,159]","O04 (157,159]","17O5603~005"
"1966",2017,2017-10-02,"SO1","0007","OS17-5603","OS17040924201710020007","O","O04","CO","Dredge","22",6,2017-10-02,"850",176,"SH",NA,"WH",NA,NA,NA,"(175,177]","O04 (175,177]","17O5603~007"
"1971",2017,2017-09-21,"SO2","0004","QS17-5602","QS17040924201709210004","Q","Q01","CO","Dredge","22",2,2017-09-21,"850",173,"SH",NA,"WH",NA,NA,NA,"(171,173]","Q01 (171,173]","17Q5602~004"
"1972",2017,2017-09-22,"SO2","0028","QS17-5602","QS17040924201709220028","Q","Q01","CO","Dredge","22",4,2017-09-22,"850",172,"SH",NA,"WH",NA,NA,NA,"(171,173]","Q01 (171,173]","17Q5602~028"
"1975",2017,2017-09-24,"SO1","0065","QS17-5602","QS17040924201709240065","Q","Q01","CO","Dredge","22",5,2017-09-24,"850",172,"SH",NA,"WH",NA,NA,NA,"(171,173]","Q01 (171,173]","17Q5602~065"
"1976",2017,2017-09-24,"SO1","0061","QS17-5602","QS17040924201709240061","Q","Q01","CO","Dredge","22",5,2017-09-24,"850",166,"SH",NA,"WH",NA,NA,NA,"(165,167]","Q01 (165,167]","17Q5602~061"
"1977",2017,2017-09-29,"SO1","0172","QS17-5602","QS17040924201709290172","Q","Q01","CO","Dredge","22",5,2017-09-29,"850",167,"SH",NA,"WH",NA,NA,NA,"(165,167]","Q01 (165,167]","17Q5602~172"
"1978",2017,2017-09-23,"SO1","0046","QS17-5602","QS17040924201709230046","Q","Q01","CO","Dredge","22",5,2017-09-23,"850",166,"SH",NA,"WH",NA,NA,NA,"(165,167]","Q01 (165,167]","17Q5602~046"
"1980",2017,2017-09-21,"SO2","0004","QS17-5602","QS17040924201709210004","Q","Q01","CO","Dredge","22",8,2017-09-21,"850",166,"SH",NA,"WH",NA,NA,NA,"(165,167]","Q01 (165,167]","17Q5602~004"
"1981",2017,2017-09-28,"SO1","0145","QS17-5602","QS17040924201709280145","Q","Q01","CO","Dredge","22",15,2017-09-28,"850",160,"SH",NA,"WH",NA,NA,NA,"(159,161]","Q01 (159,161]","17Q5602~145"
"1982",2017,2017-09-26,"SO1","0100","QS17-5602","QS17040924201709260100","Q","Q01","CO","Dredge","22",7,2017-09-26,"850",160,"SH",NA,"WH",NA,NA,NA,"(159,161]","Q01 (159,161]","17Q5602~100"
"1983",2017,2017-09-26,"SO1","0104","QS17-5602","QS17040924201709260104","Q","Q01","CO","Dredge","22",13,2017-09-26,"850",161,"SH",NA,"WH",NA,NA,NA,"(159,161]","Q01 (159,161]","17Q5602~104"
"1984",2017,2017-09-29,"SO1","0164","QS17-5602","QS17040924201709290164","Q","Q01","CO","Dredge","22",1,2017-09-29,"850",160,"SH",NA,"WH",NA,NA,NA,"(159,161]","Q01 (159,161]","17Q5602~164"
"1985",2017,2017-09-22,"SO2","0022","QS17-5602","QS17040924201709220022","Q","Q01","CO","Dredge","22",4,2017-09-22,"850",160,"SH",NA,"WH",NA,NA,NA,"(159,161]","Q01 (159,161]","17Q5602~022"
"1986",2017,2017-09-22,"SO2","0030","QS17-5602","QS17040924201709220030","Q","Q01","CO","Dredge","22",4,2017-09-22,"850",163,"SH",NA,"WH",NA,NA,NA,"(161,163]","Q01 (161,163]","17Q5602~030"
"1987",2017,2017-09-29,"SO1","0172","QS17-5602","QS17040924201709290172","Q","Q01","CO","Dredge","22",7,2017-09-29,"850",162,"SH",NA,"WH",NA,NA,NA,"(161,163]","Q01 (161,163]","17Q5602~172"
"1988",2017,2017-09-21,"SO2","0002","QS17-5602","QS17040924201709210002","Q","Q01","CO","Dredge","22",9,2017-09-21,"850",162,"SH",NA,"WH",NA,NA,NA,"(161,163]","Q01 (161,163]","17Q5602~002"
"1989",2017,2017-09-25,"SO1","0078","QS17-5602","QS17040924201709250078","Q","Q01","CO","Dredge","22",4,2017-09-25,"850",163,"SH",NA,"WH",NA,NA,NA,"(161,163]","Q01 (161,163]","17Q5602~078"
"1990",2017,2017-09-21,"SO2","0004","QS17-5602","QS17040924201709210004","Q","Q01","CO","Dredge","22",5,2017-09-21,"850",163,"SH",NA,"WH",NA,NA,NA,"(161,163]","Q01 (161,163]","17Q5602~004"
"1991",2017,2017-09-23,"SO1","0040","QS17-5602","QS17040924201709230040","Q","Q01","CO","Dredge","22",9,2017-09-23,"850",156,"SH",NA,"WH",NA,NA,NA,"(155,157]","Q01 (155,157]","17Q5602~040"
"1992",2017,2017-09-26,"SO1","0104","QS17-5602","QS17040924201709260104","Q","Q01","CO","Dredge","22",5,2017-09-26,"850",157,"SH",NA,"WH",NA,NA,NA,"(155,157]","Q01 (155,157]","17Q5602~104"
"1994",2017,2017-09-27,"SO1","0130","QS17-5602","QS17040924201709270130","Q","Q01","CO","Dredge","22",1,2017-09-27,"850",156,"SH",NA,"WH",NA,NA,NA,"(155,157]","Q01 (155,157]","17Q5602~130"
"1995",2017,2017-09-23,"SO1","0040","QS17-5602","QS17040924201709230040","Q","Q01","CO","Dredge","22",11,2017-09-23,"850",157,"SH",NA,"WH",NA,NA,NA,"(155,157]","Q01 (155,157]","17Q5602~040"
"1996",2017,2017-09-21,"SO2","0002","QS17-5602","QS17040924201709210002","Q","Q01","CO","Dredge","22",6,2017-09-21,"850",159,"SH",NA,"WH",NA,NA,NA,"(157,159]","Q01 (157,159]","17Q5602~002"
"1997",2017,2017-09-22,"SO2","0028","QS17-5602","QS17040924201709220028","Q","Q01","CO","Dredge","22",2,2017-09-22,"850",158,"SH",NA,"WH",NA,NA,NA,"(157,159]","Q01 (157,159]","17Q5602~028"
"1998",2017,2017-09-27,"SO1","0126","QS17-5602","QS17040924201709270126","Q","Q01","CO","Dredge","22",1,2017-09-27,"850",158,"SH",NA,"WH",NA,NA,NA,"(157,159]","Q01 (157,159]","17Q5602~126"
"2000",2017,2017-09-24,"SO1","0061","QS17-5602","QS17040924201709240061","Q","Q01","CO","Dredge","22",7,2017-09-24,"850",158,"SH",NA,"WH",NA,NA,NA,"(157,159]","Q01 (157,159]","17Q5602~061"
